1 1:0.157979 2:0.184455 3:1.01545 4:-0.0599177 5:1.4528 6:0.0482351 7:1.8244 8:0.149318 9:2.18525 10:0.247648 11:0.0540329 12:0.160714 13:0.0323959 14:0.189894 15:0.149575 16:1.51497 17:1.94387 18:1.94386 19:1.8174 20:1.52678
6 1:1.33092 2:0.700475 3:1.17865 4:-0.0627811 5:1.50738 6:-0.0926819 7:1.78545 8:0.0809515 9:2.19326 10:0.338579 11:0.187743 12:0.254655 13:0.0610358 14:0.188258 15:0.243659 16:0.862237 17:1.45316 18:1.62144 19:1.58259 20:1.14444
6 1:1.50938 2:0.507794 3:1.1744 4:0.0465102 5:1.46131 6:0.0268899 7:1.88461 8:0.221826 9:2.3347 10:0.403275 11:0.177737 12:0.25393 13:0.0877321 14:0.31978 15:0.29468 16:0.885078 17:1.63076 18:1.6843 19:1.66644 20:0.730467
6 1:0.467171 2:0.975452 3:1.07084 4:0.0904398 5:1.47167 6:0.139392 7:1.73855 8:0.27938 9:2.09255 10:0.36365 11:0.336371 12:0.20058 13:0.106019 14:0.28451 15:0.237518 16:0.621281 17:1.60652 18:1.74029 19:1.58281 20:1.23688
6 1:0.909715 2:1.00988 3:1.18685 4:0.135398 5:1.46967 6:0.117525 7:1.71068 8:0.210179 9:1.92848 10:0.23901 11:0.216447 12:0.186141 13:0.0331418 14:0.202706 15:0.280304 16:0.727553 17:1.51628 18:1.65633 19:1.67708 20:1.3842
6 1:1.23937 2:1.14097 3:1.18331 4:0.260486 5:1.46604 6:0.207975 7:1.8254 8:0.215344 9:2.21188 10:0.2265 11:0.568508 12:0.212298 13:0.107779 14:0.343346 15:0.583764 16:0.48446 17:1.4205 18:1.56188 19:1.51086 20:1.25613
9 1:0.894723 2:0.814226 3:1.33168 4:0.117362 5:1.57714 6:0.23091 7:1.81439 8:0.362224 9:2.20764 10:0.433385 11:0.240306 12:0.229678 13:0.496282 14:0.553651 15:0.424184 16:0.805454 17:1.338 18:1.15178 19:1.1173 20:0.818304
9 1:0.0526288 2:0.0443026 3:0.979414 4:-0.192884 5:1.18816 6:0.1051 7:1.47249 8:0.458812 9:1.75683 10:0.77241 11:0.173829 12:0.254448 13:0.260858 14:0.433743 15:0.346174 16:0.936644 17:1.23122 18:1.16704 19:0.974514 20:0.688195
9 1:0.239735 2:0.733619 3:1.16584 4:0.265604 5:1.45756 6:0.375711 7:1.76666 8:0.531068 9:2.24308 10:0.500199 11:0.152509 12:0.246091 13:0.645174 14:0.478257 15:0.388508 16:1.10034 17:0.903589 18:0.710438 19:0.608423 20:0.657907
9 1:0.226493 2:0.695364 3:0.978511 4:0.107134 5:1.34585 6:0.254428 7:1.63915 8:0.405054 9:2.06119 10:0.445967 11:0.155932 12:0.325571 13:0.617802 14:0.521521 15:0.314097 16:1.03869 17:1.00791 18:0.862995 19:0.795557 20:0.720568
9 1:0.33933 2:0.815065 3:1.20318 4:0.203224 5:1.4718 6:0.282733 7:1.72741 8:0.346644 9:2.12389 10:0.348695 11:0.104039 12:0.304713 13:0.544503 14:0.476114 15:0.262579 16:0.995656 17:1.06081 18:0.857712 19:0.650797 20:0.676936
13 1:0.0415762 2:0.639187 3:1.15387 4:0.00645006 5:1.40685 6:0.218912 7:1.80527 8:0.590138 9:2.51789 10:0.700972 11:0.0895387 12:0.0795419 13:1.24269 14:0.810353 15:0.419754 16:1.51242 17:1.51352 18:0.490839 19:0.420532 20:0.643126
13 1:-0.154489 2:0.413457 3:1.25081 4:-0.167442 5:1.68341 6:0.104088 7:2.04395 8:0.423382 9:2.56042 10:0.577506 11:0.0386923 12:0.167447 13:1.15286 14:0.73844 15:0.390633 16:1.60843 17:1.58037 18:0.568169 19:0.481777 20:0.694975
13 1:-0.0409243 2:0.587357 3:1.23285 4:-0.0469117 5:1.58821 6:0.208107 7:2.0418 8:0.527148 9:2.63943 10:0.603061 11:0.0603746 12:0.104802 13:1.13882 14:0.800568 15:0.38157 16:1.54123 17:1.55712 18:0.481902 19:0.423381 20:0.668606
13 1:-0.100567 2:0.466006 3:1.16204 4:-0.126937 5:1.55213 6:0.0878465 7:1.89943 8:0.4849 9:2.55979 10:0.662548 11:0.0557558 12:0.185188 13:1.38248 14:0.887734 15:0.304667 16:1.55548 17:1.52596 18:0.481448 19:0.462688 20:0.649251
13 1:0.234119 2:0.856045 3:0.942467 4:0.0291164 5:1.29299 6:0.26299 7:1.60275 8:0.616345 9:2.18767 10:0.667917 11:0.0783393 12:0.104761 13:0.661663 14:0.569107 15:0.470673 16:1.3627 17:1.60884 18:0.566849 19:0.436572 20:0.568648
1 1:0.458998 2:0.2521 3:1.0091 4:0.0110109 5:1.51409 6:0.0211746 7:1.91902 8:0.095113 9:2.32883 10:0.142876 11:0.107784 12:0.215595 13:0.0527111 14:0.261771 15:0.240774 16:1.28169 17:1.59648 18:1.69403 19:1.64925 20:1.49877
1 1:0.408497 2:0.254068 3:1.07331 4:-0.112259 5:1.44214 6:-0.0403922 7:1.83784 8:0.0833473 9:2.27492 10:0.156846 11:0.160772 12:0.174183 13:0.032359 14:0.210043 15:0.238969 16:1.17979 17:1.62704 18:1.79355 19:1.6495 20:1.38871
1 1:0.425964 2:0.00781775 3:1.02551 4:-0.170034 5:1.57565 6:-0.0593284 7:1.95609 8:0.0790671 9:2.32906 10:0.165056 11:0.0782136 12:0.202112 13:0.104241 14:0.237388 15:0.214217 16:1.16426 17:1.52217 18:1.64721 19:1.57426 20:1.49768
1 1:0.398662 2:0.0983013 3:1.05507 4:-0.114579 5:1.44733 6:0.0528215 7:1.81467 8:0.238359 9:2.22582 10:0.305823 11:0.129089 12:0.188719 13:0.0461783 14:0.222059 15:0.226116 16:1.21877 17:1.68733 18:1.85593 19:1.73435 20:1.44895
1 1:0.289389 2:0.10979 3:0.995168 4:-0.0380232 5:1.61186 6:0.0644265 7:1.95264 8:0.142941 9:2.36674 10:0.193626 11:0.086309 12:0.189441 13:0.137334 14:0.281462 15:0.225825 16:1.11258 17:1.33423 18:1.50231 19:1.43575 20:1.31034
6 1:1.58202 2:1.1091 3:1.10872 4:0.263998 5:1.42156 6:0.24173 7:1.92766 8:0.249867 9:2.41748 10:0.297537 11:0.442442 12:0.197408 13:0.201387 14:0.541386 15:0.21096 16:0.669894 17:1.61094 18:1.62901 19:1.52904 20:0.858814
6 1:0.37788 2:1.00526 3:1.04308 4:0.182186 5:1.57 6:0.194404 7:1.94005 8:0.460596 9:2.37015 10:0.596614 11:0.387311 12:0.158255 13:0.238413 14:0.45817 15:0.316388 16:0.615475 17:1.49189 18:1.72118 19:0.746984 20:0.812056
6 1:0.353702 2:0.981121 3:1.03715 4:0.16569 5:1.477 6:0.174784 7:1.74203 8:0.440727 9:2.14354 10:0.644601 11:0.305268 12:0.112528 13:0.22213 14:0.402923 15:0.521191 16:0.718609 17:1.41176 18:1.60221 19:1.38314 20:0.828386
6 1:0.541712 2:0.894924 3:0.952233 4:0.136853 5:1.44036 6:0.130545 7:1.82665 8:0.332773 9:2.28958 10:0.473188 11:0.414156 12:0.208734 13:0.159752 14:0.457807 15:0.348624 16:0.601964 17:1.56315 18:1.69561 19:1.46712 20:0.832862
6 1:1.40603 2:1.10298 3:1.21743 4:0.097929 5:1.50605 6:0.100802 7:1.81157 8:0.355335 9:2.21418 10:0.514525 11:0.241361 12:0.125127 13:0.112372 14:0.161243 15:0.178664 16:0.790957 17:1.37965 18:1.68598 19:1.58203 20:1.20419
9 1:0.872521 2:0.721236 3:1.3718 4:0.22791 5:1.63016 6:0.30445 7:1.84901 8:0.396984 9:2.26247 10:0.438452 11:0.236551 12:0.13052 13:0.31393 14:0.398093 15:0.504531 16:0.845391 17:1.21517 18:0.974215 19:0.631053 20:0.584576
9 1:0.618207 2:0.943124 3:1.03826 4:0.222077 5:1.39452 6:0.521001 7:1.6736 8:0.754511 9:2.25814 10:0.861812 11:0.240805 12:0.257191 13:0.509259 14:0.570075 15:0.458056 16:0.907063 17:0.905407 18:0.834983 19:0.599975 20:0.780507
9 1:0.586188 2:0.769554 3:1.07757 4:0.152029 5:1.29065 6:0.436913 7:1.5665 8:0.732742 9:1.96654 10:0.911854 11:0.252653 12:0.30419 13:0.699637 14:0.759292 15:0.557424 16:0.931904 17:0.895441 18:0.744348 19:0.561331 20:0.712354
9 1:0.585693 2:0.884181 3:1.07839 4:0.205473 5:1.34432 6:0.477604 7:1.63355 8:0.719921 9:2.04997 10:0.834894 11:0.224665 12:0.331904 13:0.702837 14:0.750989 15:0.60466 16:0.923707 17:0.813293 18:0.770109 19:0.562068 20:0.726147
9 1:0.662102 2:0.658438 3:1.07263 4:0.0453091 5:1.33296 6:0.241362 7:1.46166 8:0.561711 9:2.09474 10:0.716846 11:0.0453063 12:0.182789 13:0.313571 14:0.342025 15:0.501522 16:1.13082 17:1.41089 18:1.08772 19:0.737574 20:0.341895
13 1:0.185434 2:0.704033 3:1.09269 4:-0.130165 5:1.29758 6:0.00578821 7:1.53248 8:0.279875 9:1.95901 10:0.303534 11:0.0686669 12:0.0829051 13:0.151119 14:0.406123 15:0.0396828 16:1.62377 17:1.84235 18:1.89375 19:1.57523 20:0.824153
13 1:0.260359 2:0.736275 3:1.06586 4:-0.0852839 5:1.26312 6:0.0771306 7:1.52665 8:0.390714 9:2.02092 10:0.366348 11:0.102347 12:0.0765239 13:0.169176 14:0.769442 15:0.322205 16:1.46583 17:1.66441 18:1.2388 19:0.446237 20:0.569009
13 1:0.361949 2:0.546508 3:1.17087 4:-0.257636 5:1.40886 6:-0.0143175 7:1.62228 8:0.383286 9:2.07137 10:0.449765 11:0.0718459 12:0.0727002 13:0.172197 14:0.711851 15:0.367693 16:1.52911 17:1.89312 18:1.91688 19:0.6733 20:0.770685
13 1:0.302948 2:0.615996 3:1.18103 4:-0.141347 5:1.37234 6:0.106326 7:1.56911 8:0.449764 9:2.05561 10:0.457527 11:0.076371 12:0.128064 13:0.443422 14:0.761735 15:0.306838 16:1.51664 17:1.78758 18:0.790883 19:0.546192 20:0.668667
13 1:0.361929 2:0.608004 3:1.15398 4:-0.125892 5:1.37242 6:0.077646 7:1.60858 8:0.458373 9:2.02807 10:0.480641 11:0.0713359 12:0.120808 13:0.710759 14:0.721837 15:0.406016 16:1.51749 17:1.86957 18:0.670278 19:0.525109 20:0.636751
1 1:0.378129 2:0.253047 3:0.977642 4:-0.0473142 5:1.36225 6:-0.117742 7:1.72347 8:-0.0203948 9:2.2116 10:0.0778276 11:0.0957534 12:0.172126 13:0.0669872 14:0.227532 15:0.271409 16:1.18206 17:1.68751 18:1.83069 19:1.61137 20:1.32221
1 1:0.349331 2:0.277523 3:1.05756 4:-0.0373212 5:1.37312 6:-0.0498191 7:1.70841 8:0.0603501 9:2.19711 10:0.184655 11:0.0906332 12:0.148879 13:0.115217 14:0.215255 15:0.277287 16:1.15857 17:1.72835 18:1.71914 19:1.46776 20:1.18828
1 1:0.420492 2:0.30876 3:1.00162 4:-0.0155022 5:1.29599 6:-0.13124 7:1.6759 8:-0.0213351 9:2.18403 10:0.0752441 11:0.122018 12:0.230199 13:0.191266 14:0.189888 15:0.232254 16:1.16857 17:1.6683 18:1.77047 19:1.51096 20:1.21838
1 1:0.423729 2:0.341966 3:1.07802 4:-0.0365239 5:1.38489 6:-0.0801399 7:1.73404 8:0.0401151 9:2.2061 10:0.109036 11:0.160258 12:0.200631 13:0.12752 14:0.194033 15:0.219734 16:1.09424 17:1.67904 18:1.70152 19:1.47873 20:1.24146
1 1:0.468487 2:0.423039 3:1.00611 4:-0.073583 5:1.34326 6:-0.126936 7:1.71465 8:-0.0312189 9:2.18954 10:0.0518241 11:0.127007 12:0.236162 13:0.158235 14:0.23011 15:0.238523 16:1.17183 17:1.72589 18:1.79096 19:1.56586 20:1.2333
6 1:1.17563 2:0.939774 3:1.11517 4:0.0286649 5:1.46338 6:0.0211216 7:1.90074 8:0.277972 9:2.41076 10:0.399561 11:0.0615767 12:0.242522 13:0.122954 14:0.269091 15:0.272168 16:0.97737 17:1.66521 18:1.77129 19:1.44478 20:0.906471
6 1:1.27334 2:1.1023 3:1.02045 4:0.149909 5:1.43871 6:0.0519127 7:1.8672 8:0.3804 9:2.42017 10:0.531121 11:0.413822 12:0.20407 13:0.124895 14:0.675462 15:0.482726 16:0.843159 17:1.66161 18:1.82829 19:0.669483 20:0.770114
6 1:1.19547 2:1.112 3:0.95766 4:0.139671 5:1.41238 6:0.0963957 7:1.87349 8:0.337365 9:2.45212 10:0.438266 11:0.403159 12:0.215937 13:0.100291 14:0.463757 15:0.452587 16:0.711838 17:1.53378 18:1.6689 19:1.4434 20:0.748261
6 1:0.947374 2:1.08217 3:1.14598 4:0.231368 5:1.54261 6:0.159804 7:1.86703 8:0.427908 9:2.48081 10:0.557452 11:0.0868061 12:0.22051 13:0.125685 14:0.614833 15:0.448955 16:1.07037 17:1.84226 18:1.84056 19:0.736015 20:0.812003
6 1:1.27964 2:0.996051 3:1.14783 4:0.183503 5:1.49769 6:0.129448 7:1.87226 8:0.339813 9:2.48628 10:0.425894 11:0.26504 12:0.242111 13:0.0538216 14:0.258908 15:0.368278 16:1.01881 17:1.73851 18:1.84626 19:1.52259 20:0.816276
9 1:0.939856 2:0.82483 3:1.07388 4:0.00770545 5:1.38603 6:0.0650611 7:1.6763 8:0.341408 9:2.13966 10:0.419571 11:0.167785 12:0.348881 13:0.391161 14:0.265817 15:0.320224 16:1.11706 17:1.16289 18:1.23401 19:1.228 20:1.10465
9 1:0.915668 2:0.726529 3:1.16042 4:0.0143205 5:1.48398 6:0.113476 7:1.73889 8:0.231893 9:2.25667 10:0.37732 11:0.133248 12:0.438457 13:0.534163 14:0.486565 15:0.278356 16:1.12595 17:0.993054 18:0.869636 19:0.693823 20:0.788241
9 1:1.02639 2:0.873277 3:1.11601 4:0.14275 5:1.46575 6:0.151096 7:1.77479 8:0.352028 9:2.23485 10:0.46686 11:0.104757 12:0.504617 13:0.594492 14:0.522248 15:0.396221 16:0.966687 17:0.877421 18:0.838085 19:0.679413 20:0.737612
9 1:0.937403 2:0.84703 3:1.17998 4:0.00790966 5:1.49827 6:0.130185 7:1.7184 8:0.320264 9:2.26469 10:0.443621 11:0.125847 12:0.36891 13:0.759244 14:0.728324 15:0.323402 16:0.978234 17:0.757313 18:0.496881 19:0.434587 20:0.630577
9 1:0.678404 2:0.608935 3:1.07465 4:-0.0314232 5:1.32404 6:0.145473 7:1.6009 8:0.451272 9:2.1494 10:0.608243 11:0.140387 12:0.571725 13:0.847611 14:0.645011 15:0.297928 16:1.10563 17:0.806921 18:0.564227 19:0.472329 20:0.696974
13 1:0.101483 2:0.582799 3:0.766462 4:-0.0783283 5:1.17521 6:0.18081 7:1.54884 8:0.581683 9:2.27149 10:0.610254 11:0.0575506 12:0.206911 13:0.814558 14:0.708659 15:0.379466 16:1.46797 17:1.72639 18:0.518976 19:0.350993 20:0.515248
13 1:-0.00886455 2:0.65 3:0.735819 4:-0.0714749 5:1.14956 6:0.178077 7:1.57572 8:0.538611 9:2.2728 10:0.546137 11:0.0505124 12:0.200493 13:0.820421 14:0.73789 15:0.441297 16:1.5064 17:1.72236 18:0.454524 19:0.339253 20:0.51238
13 1:0.0359044 2:0.656714 3:0.785536 4:-0.0253057 5:1.23449 6:0.298904 7:1.74294 8:0.583916 9:2.35237 10:0.463505 11:0.0660546 12:0.211563 13:0.711311 14:0.751903 15:0.411214 16:1.39655 17:1.62412 18:0.434753 19:0.308876 20:0.530509
13 1:-0.0752545 2:0.628092 3:0.702565 4:-0.0489843 5:1.0684 6:0.288825 7:1.45183 8:0.639523 9:2.25269 10:0.658081 11:0.0657759 12:0.194917 13:0.724511 14:0.804632 15:0.421376 16:1.50426 17:1.69712 18:0.453975 19:0.369002 20:0.481376
13 1:-0.0308166 2:0.626203 3:0.732422 4:-0.0908865 5:1.07018 6:0.301515 7:1.55679 8:0.593671 9:2.32007 10:0.657927 11:0.0236305 12:0.155379 13:0.905338 14:0.838726 15:0.403648 16:1.57361 17:1.72286 18:0.411982 19:0.32291 20:0.543838
1 1:0.173048 2:0.202471 3:0.985144 4:-0.0990422 5:1.45901 6:-0.0811156 7:1.76801 8:0.112641 9:2.21039 10:0.237793 11:0.13275 12:0.155277 13:0.145324 14:0.220648 15:0.266102 16:1.34809 17:1.69042 18:1.77826 19:1.70118 20:1.50093
1 1:0.34956 2:0.28783 3:1.05009 4:-0.207134 5:1.52318 6:-0.183615 7:1.89401 8:-0.0452244 9:2.29787 10:0.109074 11:0.0917492 12:0.188063 13:0.0933237 14:0.170708 15:0.246877 16:1.38696 17:1.73656 18:1.855 19:1.67835 20:1.4704
1 1:0.244246 2:0.256822 3:0.952724 4:-0.221092 5:1.46859 6:-0.196 7:1.85732 8:-0.0633093 9:2.27454 10:0.10244 11:0.0937602 12:0.220955 13:0.099252 14:0.187822 15:0.2481 16:1.29952 17:1.67947 18:1.79853 19:1.64056 20:1.36142
1 1:0.174582 2:0.158686 3:0.929796 4:-0.243522 5:1.46689 6:-0.122676 7:1.76635 8:0.0715547 9:2.17047 10:0.238742 11:0.114729 12:0.210302 13:0.0944743 14:0.207093 15:0.265601 16:1.32177 17:1.6834 18:1.76962 19:1.67701 20:1.4826
1 1:0.317629 2:0.230137 3:1.0585 4:-0.268615 5:1.56516 6:-0.124434 7:1.9071 8:0.0591487 9:2.32566 10:0.173806 11:0.102132 12:0.210093 13:0.0928665 14:0.189417 15:0.26135 16:1.26006 17:1.5993 18:1.75846 19:1.60229 20:1.41407
6 1:0.33182 2:0.709924 3:1.25279 4:0.0683845 5:1.48032 6:0.10787 7:1.59479 8:0.310856 9:2.14677 10:0.486428 11:0.127337 12:0.00891033 13:0.115637 14:0.315535 15:0.55832 16:0.827155 17:1.41012 18:1.49879 19:0.960042 20:0.904153
6 1:1.09696 2:1.00016 3:1.11622 4:0.111534 5:1.51199 6:0.0217221 7:1.744 8:0.188736 9:2.03862 10:0.234903 11:0.112918 12:0.186706 13:0.212077 14:0.204611 15:0.290206 16:1.00572 17:1.56442 18:1.78727 19:1.6379 20:1.13392
6 1:0.667157 2:0.640235 3:1.21088 4:0.18099 5:1.44462 6:0.21575 7:1.63374 8:0.370606 9:2.04323 10:0.543376 11:0.0665638 12:0.110475 13:0.015129 14:0.145215 15:0.275361 16:1.00011 17:1.44478 18:1.713 19:1.55352 20:0.839703
6 1:0.975109 2:1.20281 3:1.29165 4:0.24677 5:1.60184 6:0.321311 7:1.75946 8:0.470579 9:2.07473 10:0.548478 11:0.14107 12:0.0967729 13:0.159487 14:0.346156 15:0.350367 16:0.916821 17:1.25416 18:1.27184 19:0.984533 20:0.906998
6 1:0.822345 2:1.21795 3:1.25901 4:0.364618 5:1.61649 6:0.379856 7:1.82185 8:0.504894 9:2.0542 10:0.613198 11:0.162476 12:0.117663 13:0.182384 14:0.539518 15:0.326595 16:0.980069 17:1.27161 18:1.26809 19:0.860069 20:0.856148
9 1:0.513905 2:0.62951 3:1.16457 4:0.289072 5:1.39978 6:0.406699 7:1.72062 8:0.503516 9:2.09284 10:0.42086 11:0.231431 12:0.398635 13:0.666719 14:0.500149 15:0.283282 16:0.950702 17:0.74924 18:0.534651 19:0.525375 20:0.730085
9 1:0.456678 2:0.622259 3:1.07027 4:0.258692 5:1.29799 6:0.409681 7:1.64412 8:0.54822 9:2.09637 10:0.480116 11:0.175698 12:0.41461 13:0.750271 14:0.642828 15:0.326079 16:1.01949 17:0.762845 18:0.477365 19:0.446955 20:0.66026
9 1:0.325181 2:0.671802 3:1.13447 4:0.301206 5:1.44168 6:0.490817 7:1.78464 8:0.554145 9:2.17274 10:0.452247 11:0.235642 12:0.446802 13:0.8326 14:0.563879 15:0.366552 16:0.809779 17:0.484457 18:0.369218 19:0.389145 20:0.619727
9 1:0.438424 2:0.606714 3:1.1218 4:0.282076 5:1.48799 6:0.386794 7:1.77064 8:0.482047 9:2.15448 10:0.40897 11:0.196822 12:0.429083 13:0.749459 14:0.542922 15:0.222081 16:0.770362 17:0.492498 18:0.408144 19:0.448384 20:0.700286
9 1:0.480052 2:0.565768 3:1.10082 4:0.186967 5:1.38481 6:0.315999 7:1.73798 8:0.391233 9:2.09511 10:0.330547 11:0.1804 12:0.395104 13:0.698389 14:0.466111 15:0.238061 16:0.781891 17:0.534477 18:0.373563 19:0.431545 20:0.696177
13 1:0.115353 2:0.363765 3:1.19964 4:0.170026 5:1.62083 6:0.244161 7:2.29685 8:0.477726 9:2.79912 10:0.545224 11:0.0160875 12:0.320598 13:0.70768 14:0.338251 15:0.237012 16:1.78935 17:1.64541 18:0.560306 19:0.467584 20:0.610169
