13 1:0.15108 2:0.608496 3:1.19485 4:0.163708 5:1.55828 6:0.186457 7:2.04859 8:0.262939 9:2.4307 10:0.218394 11:0.0385194 12:0.265757 13:0.755447 14:0.446612 15:0.297387 16:1.84111 17:1.77343 18:0.612506 19:0.469748 20:0.570408
13 1:0.109697 2:0.486146 3:1.14217 4:0.0898396 5:1.50532 6:0.104128 7:1.94539 8:0.201061 9:2.4012 10:0.263544 11:0.064626 12:0.282727 13:0.687939 14:0.367909 15:0.232921 16:1.78708 17:1.8199 18:0.600105 19:0.51987 20:0.617795
13 1:0.0846214 2:0.520881 3:1.23382 4:0.130656 5:1.5716 6:0.206639 7:1.9831 8:0.286002 9:2.49971 10:0.336795 11:0.0474683 12:0.19853 13:0.614091 14:0.355696 15:0.250487 16:1.73605 17:1.71727 18:0.621095 19:0.57076 20:0.736029
13 1:0.133472 2:0.434095 3:1.34474 4:0.04977 5:1.63157 6:0.173516 7:2.09329 8:0.323606 9:2.61371 10:0.369217 11:0.0302391 12:0.154726 13:0.694575 14:0.465804 15:0.325571 16:1.55206 17:1.63448 18:0.49771 19:0.484016 20:0.693051
1 1:0.239138 2:0.361379 3:0.911987 4:-0.0809199 5:1.36108 6:-0.178733 7:1.7724 8:-0.0161189 9:2.28776 10:0.0306312 11:0.142077 12:0.187683 13:0.101446 14:0.157814 15:0.167768 16:1.36443 17:1.68668 18:1.84228 19:1.68417 20:1.35169
1 1:0.287708 2:0.259729 3:0.946976 4:-0.0956044 5:1.31075 6:-0.177928 7:1.67275 8:-0.107084 9:2.22236 10:-0.0113906 11:0.134586 12:0.121153 13:0.0723432 14:0.112262 15:0.208258 16:1.24289 17:1.66046 18:1.85216 19:1.64765 20:1.28899
1 1:0.459857 2:0.236004 3:1.0358 4:-0.138919 5:1.45311 6:-0.138157 7:1.78219 8:-0.102344 9:2.24691 10:-0.0111864 11:0.141926 12:0.0991569 13:0.126839 14:0.191222 15:0.271939 16:0.982212 17:1.62181 18:1.74495 19:1.57512 20:1.2884
1 1:0.337144 2:0.380042 3:1.02896 4:-0.0011375 5:1.37388 6:-0.0256852 7:1.6822 8:0.0707455 9:2.23029 10:0.100543 11:0.157473 12:0.105141 13:0.136749 14:0.125195 15:0.301094 16:1.1282 17:1.58659 18:1.64732 19:1.49059 20:1.29833
1 1:0.473733 2:0.407745 3:1.09483 4:-0.0800306 5:1.47144 6:-0.0799698 7:1.76518 8:-0.00252593 9:2.10461 10:0.199377 11:0.0813157 12:0.265426 13:0.248999 14:0.246231 15:0.244932 16:1.06465 17:1.57449 18:1.50696 19:1.40182 20:1.23554
6 1:0.668292 2:1.00252 3:1.16114 4:0.198505 5:1.48604 6:0.188952 7:1.7523 8:0.498741 9:2.04777 10:0.781347 11:0.163167 12:0.114948 13:0.0437708 14:0.296476 15:0.35417 16:0.948795 17:1.63761 18:1.78364 19:1.56445 20:1.01439
6 1:0.821544 2:1.15884 3:1.16821 4:0.196153 5:1.58478 6:0.222241 7:1.93152 8:0.472305 9:2.45853 10:0.757343 11:0.243487 12:0.164979 13:0.174053 14:0.328786 15:0.224982 16:0.708109 17:1.46647 18:1.57514 19:1.28523 20:0.88869
6 1:0.999917 2:0.98812 3:1.14536 4:-0.0532042 5:1.54092 6:-0.00168455 7:1.86416 8:0.305932 9:2.1379 10:0.57853 11:0.202067 12:0.0822119 13:0.123317 14:0.349892 15:0.382173 16:0.868683 17:1.57885 18:1.74026 19:1.45215 20:1.03458
6 1:0.75749 2:0.907762 3:1.08475 4:0.0990325 5:1.48843 6:0.140237 7:1.73238 8:0.512331 9:2.15959 10:0.750996 11:0.260947 12:0.193485 13:0.0919831 14:0.431357 15:0.343375 16:0.75396 17:1.63449 18:1.76299 19:1.65122 20:0.839817
6 1:0.81266 2:1.02992 3:1.22047 4:0.0905215 5:1.5929 6:0.150431 7:1.86112 8:0.49525 9:2.1475 10:0.791971 11:0.16295 12:0.167006 13:0.123803 14:0.379203 15:0.342644 16:0.827523 17:1.51508 18:1.69182 19:1.4453 20:0.954556
9 1:0.594065 2:0.5647 3:1.12017 4:0.136037 5:1.32012 6:0.292746 7:1.59229 8:0.492781 9:2.00818 10:0.476106 11:0.210529 12:0.355617 13:0.674782 14:0.479389 15:0.376033 16:1.05989 17:0.821073 18:0.476205 19:0.392237 20:0.573927
9 1:0.707009 2:0.73172 3:1.07754 4:0.142215 5:1.3848 6:0.203359 7:1.61839 8:0.388829 9:2.06293 10:0.39309 11:0.165216 12:0.429299 13:0.704443 14:0.654054 15:0.356992 16:1.09583 17:0.973684 18:0.496738 19:0.429918 20:0.660295
9 1:0.733423 2:0.724079 3:1.12125 4:0.176244 5:1.39829 6:0.258811 7:1.69447 8:0.324849 9:2.07655 10:0.367576 11:0.154179 12:0.389781 13:0.539806 14:0.50652 15:0.346447 16:1.17621 17:1.05084 18:0.535303 19:0.486886 20:0.613021
9 1:0.85262 2:0.68309 3:1.12346 4:0.10795 5:1.42387 6:0.198448 7:1.69535 8:0.316003 9:2.13517 10:0.354614 11:0.141083 12:0.441595 13:0.558767 14:0.485243 15:0.330387 16:1.13438 17:0.976308 18:0.530308 19:0.461163 20:0.648499
9 1:0.84384 2:0.651172 3:1.19221 4:0.174502 5:1.47955 6:0.215312 7:1.75609 8:0.338385 9:2.24562 10:0.402905 11:0.140354 12:0.339256 13:0.62177 14:0.527568 15:0.333254 16:1.04544 17:0.98339 18:0.743399 19:0.62776 20:0.718033
13 1:0.324099 2:0.748084 3:1.21298 4:-0.0781869 5:1.6234 6:0.158321 7:2.06605 8:0.419456 9:2.4775 10:0.385475 11:0.0480997 12:0.391249 13:0.747105 14:0.560342 15:0.392571 16:1.4181 17:1.71283 18:0.435183 19:0.475721 20:0.754698
13 1:0.277561 2:0.641221 3:1.27838 4:-0.200245 5:1.56552 6:0.0987916 7:1.91735 8:0.439458 9:2.46745 10:0.547277 11:0.0614662 12:0.256346 13:0.627211 14:0.529793 15:0.353052 16:1.30619 17:1.6643 18:0.680068 19:0.520425 20:0.687286
13 1:0.263898 2:0.708757 3:1.18561 4:-0.1452 5:1.60546 6:0.0708262 7:2.04459 8:0.418272 9:2.6035 10:0.434658 11:0.0279633 12:0.362022 13:0.662669 14:0.462659 15:0.236191 16:1.3096 17:1.58317 18:0.561504 19:0.554224 20:0.765701
13 1:0.303259 2:0.444636 3:1.36998 4:-0.516412 5:1.65708 6:-0.107527 7:1.80302 8:0.48404 9:2.30617 10:0.725849 11:0.019738 12:0.0632104 13:0.178114 14:0.637881 15:0.252219 16:1.42291 17:1.76892 18:1.71239 19:1.08136 20:0.930536
13 1:0.0632386 2:0.711059 3:1.18739 4:-0.104792 5:1.47184 6:0.188569 7:1.97385 8:0.637284 9:2.72739 10:0.73283 11:0.0197893 12:0.0892436 13:1.25734 14:0.905927 15:0.479138 16:1.54487 17:1.61862 18:0.513347 19:0.48784 20:0.778339
1 1:0.0899662 2:0.428469 3:0.935227 4:0.00862777 5:1.36064 6:-0.0550454 7:1.71988 8:0.0110067 9:2.17768 10:0.0613853 11:0.122588 12:0.229163 13:0.146173 14:0.175556 15:0.231554 16:1.24411 17:1.58676 18:1.67605 19:1.56724 20:1.35162
1 1:0.245601 2:0.363834 3:1.02147 4:0.143154 5:1.45618 6:0.183748 7:1.80074 8:0.268824 9:2.24258 10:0.260888 11:0.165979 12:0.227987 13:0.151741 14:0.236648 15:0.251931 16:1.04631 17:1.48737 18:1.58865 19:1.45744 20:1.30147
1 1:0.251488 2:0.425432 3:1.04235 4:0.118725 5:1.47429 6:0.0876062 7:1.79618 8:0.207914 9:2.2347 10:0.261025 11:0.187039 12:0.206328 13:0.168486 14:0.240215 15:0.256416 16:1.11842 17:1.47762 18:1.59234 19:1.49151 20:1.29204
1 1:0.319822 2:0.330838 3:0.998017 4:0.0506089 5:1.3593 6:0.0384315 7:1.72876 8:0.232122 9:2.13501 10:0.307378 11:0.159196 12:0.220707 13:0.22849 14:0.226619 15:0.243785 16:1.09747 17:1.48533 18:1.57798 19:1.45933 20:1.26037
1 1:0.338719 2:0.416428 3:1.07587 4:0.139077 5:1.49412 6:0.11575 7:1.80358 8:0.172374 9:2.15426 10:0.238217 11:0.124256 12:0.205497 13:0.109795 14:0.196838 15:0.239049 16:1.07753 17:1.54191 18:1.64562 19:1.56737 20:1.3353
6 1:0.330288 2:0.727092 3:1.03857 4:0.167276 5:1.3995 6:0.156673 7:1.6607 8:0.406956 9:2.02715 10:0.55772 11:0.229254 12:0.177824 13:0.0968864 14:0.207022 15:0.263713 16:0.706959 17:1.26617 18:1.53361 19:1.52834 20:1.29852
6 1:0.860188 2:0.596826 3:1.21672 4:0.0312973 5:1.44421 6:0.0813781 7:1.77208 8:0.360078 9:2.15588 10:0.438351 11:0.257748 12:0.168579 13:0.132475 14:0.300456 15:0.271854 16:0.75353 17:1.3578 18:1.44082 19:1.2844 20:0.878012
6 1:0.598875 2:0.614956 3:1.11369 4:0.0416148 5:1.41894 6:0.0542401 7:1.75794 8:0.260685 9:2.05992 10:0.345059 11:0.244143 12:0.187525 13:0.154191 14:0.25491 15:0.208568 16:0.643017 17:1.18786 18:1.36878 19:1.42927 20:1.25229
6 1:0.37219 2:0.901823 3:0.95295 4:0.0654663 5:1.33445 6:0.132903 7:1.72779 8:0.34309 9:2.25965 10:0.476277 11:0.236153 12:0.169216 13:0.0892295 14:0.310839 15:0.214925 16:0.667065 17:1.25059 18:1.406 19:1.2855 20:0.94115
6 1:0.741493 2:0.765761 3:1.08822 4:-0.0507921 5:1.41217 6:-0.0341917 7:1.75728 8:0.0731517 9:2.09561 10:0.141122 11:0.301977 12:0.172619 13:0.118473 14:0.239107 15:0.266928 16:0.722354 17:1.37326 18:1.54592 19:1.4606 20:1.22121
9 1:0.596401 2:0.969729 3:1.09254 4:-0.143946 5:1.40235 6:-0.0244337 7:1.70663 8:0.16172 9:2.22236 10:0.254412 11:0.188729 12:0.483116 13:0.571081 14:0.54243 15:0.471956 16:1.01739 17:0.878075 18:0.834198 19:0.772636 20:0.843782
9 1:1.08945 2:0.753697 3:1.09185 4:-0.148495 5:1.31768 6:-0.0248789 7:1.57842 8:0.221876 9:1.82609 10:0.488625 11:0.178211 12:0.518222 13:0.529782 14:0.43189 15:0.289172 16:0.944021 17:0.936933 18:0.894179 19:0.78371 20:0.828143
9 1:0.74454 2:0.857277 3:1.15942 4:-0.100033 5:1.4309 6:0.0121242 7:1.67404 8:0.288884 9:2.15609 10:0.378821 11:0.229229 12:0.446676 13:0.502115 14:0.363902 15:0.472861 16:0.88158 17:0.875873 18:0.934801 19:0.891348 20:0.901489
9 1:1.21356 2:0.510096 3:1.03061 4:-0.203481 5:1.35437 6:-0.0169785 7:1.68823 8:0.396587 9:1.95039 10:0.598305 11:0.315927 12:0.407582 13:0.246178 14:0.152577 15:0.227259 16:0.754654 17:0.876162 18:0.931955 19:0.82554 20:0.882905
9 1:0.511371 2:0.757114 3:1.15394 4:0.107361 5:1.388 6:0.260201 7:1.6057 8:0.57599 9:2.03229 10:0.592225 11:0.247801 12:0.516311 13:0.960222 14:0.749439 15:0.537284 16:1.02665 17:1.09738 18:0.786022 19:0.757912 20:0.859337
13 1:0.144445 2:0.734462 3:1.16316 4:-0.153885 5:1.59026 6:-0.0181388 7:2.04312 8:0.170838 9:2.52107 10:0.166652 11:0.053535 12:0.229235 13:0.128964 14:0.580262 15:0.304697 16:1.62857 17:1.74656 18:1.82065 19:0.371115 20:0.570057
13 1:0.126376 2:0.688884 3:1.25537 4:-0.0756346 5:1.57812 6:0.141495 7:1.92198 8:0.349423 9:2.47221 10:0.356853 11:0.0873879 12:0.223819 13:0.84168 14:0.542818 15:0.41312 16:1.53569 17:1.66617 18:0.399509 19:0.350148 20:0.518531
13 1:0.130258 2:0.654026 3:1.41448 4:0.100908 5:1.70596 6:0.138849 7:2.03684 8:0.256624 9:2.5597 10:0.243758 11:0.0702022 12:0.199917 13:0.87059 14:0.61452 15:0.365636 16:1.44493 17:1.46939 18:0.32988 19:0.304446 20:0.476632
13 1:0.0783222 2:0.662948 3:1.3393 4:0.112915 5:1.6474 6:0.0875456 7:2.08525 8:0.206482 9:2.67157 10:0.238033 11:0.0579667 12:0.255229 13:0.071914 14:0.508727 15:0.234297 16:1.6029 17:1.79967 18:1.81676 19:0.573874 20:0.671696
13 1:0.228525 2:0.572476 3:1.44962 4:0.105799 5:1.73586 6:0.170506 7:2.14466 8:0.328975 9:2.53639 10:0.279562 11:0.0937767 12:0.208024 13:0.962963 14:0.70118 15:0.580173 16:1.3783 17:1.49735 18:0.465265 19:0.44098 20:0.55856
1 1:0.457231 2:0.164927 3:1.16546 4:-0.032963 5:1.55416 6:0.0493574 7:1.88862 8:0.181138 9:2.33932 10:0.30256 11:0.0885116 12:0.101866 13:0.0770097 14:0.192732 15:0.218612 16:1.26518 17:1.7604 18:1.88625 19:1.72158 20:1.47852
1 1:0.317578 2:0.159326 3:1.0208 4:-0.1648 5:1.41823 6:-0.0853382 7:1.82685 8:0.0791993 9:2.26278 10:0.204241 11:0.0753343 12:0.173031 13:0.0386214 14:0.177161 15:0.187113 16:1.35169 17:1.68171 18:1.78203 19:1.65037 20:1.46674
1 1:0.332579 2:0.181682 3:1.03171 4:-0.0940198 5:1.48684 6:0.00946522 7:1.90291 8:0.16096 9:2.29267 10:0.282108 11:0.0951863 12:0.138123 13:0.0766237 14:0.234604 15:0.170465 16:1.31276 17:1.71102 18:1.77941 19:1.57833 20:1.43069
1 1:0.314891 2:0.208219 3:1.01868 4:-0.0606301 5:1.48453 6:-0.0265193 7:1.85778 8:0.119249 9:2.27623 10:0.198713 11:0.127043 12:0.173876 13:0.0573721 14:0.222925 15:0.242502 16:1.22476 17:1.67818 18:1.6903 19:1.54745 20:1.34034
1 1:0.370718 2:0.261261 3:0.96988 4:-0.0385797 5:1.41978 6:-0.0624353 7:1.83674 8:0.0618274 9:2.27415 10:0.152142 11:0.080388 12:0.13263 13:0.0736346 14:0.237563 15:0.206644 16:1.26178 17:1.5841 18:1.71883 19:1.58428 20:1.36809
6 1:1.23673 2:0.641785 3:1.21262 4:0.264525 5:1.54197 6:0.300905 7:1.86859 8:0.448873 9:2.35683 10:0.504007 11:0.204085 12:0.16596 13:0.0628337 14:0.381439 15:0.26106 16:0.840279 17:1.4513 18:1.31666 19:0.787682 20:0.686922
6 1:1.47975 2:0.469256 3:1.27662 4:0.145069 5:1.58595 6:0.0829912 7:1.94557 8:0.21965 9:2.41177 10:0.269231 11:0.166184 12:0.231487 13:0.0806452 14:0.392922 15:0.314733 16:0.91175 17:1.5328 18:1.46996 19:0.884677 20:0.694965
6 1:1.33507 2:0.6162 3:1.20462 4:0.12445 5:1.53395 6:0.13221 7:1.84443 8:0.344105 9:2.27651 10:0.48084 11:0.200644 12:0.196697 13:0.0836646 14:0.427186 15:0.351743 16:0.975594 17:1.60037 18:1.67043 19:0.943524 20:0.799999
6 1:1.58489 2:0.895801 3:1.26761 4:0.143462 5:1.55587 6:0.153151 7:1.89474 8:0.290151 9:2.40469 10:0.410342 11:0.309332 12:0.22847 13:0.10451 14:0.185468 15:0.364548 16:0.894674 17:1.53535 18:1.63107 19:1.18189 20:0.808414
6 1:1.23795 2:0.670163 3:1.17534 4:0.126334 5:1.52032 6:0.170644 7:1.79819 8:0.343869 9:2.35318 10:0.471461 11:0.187435 12:0.286177 13:0.0944838 14:0.1372 15:0.478126 16:1.0261 17:1.61576 18:1.61955 19:1.06329 20:0.676088
9 1:0.127384 2:0.486793 3:0.849293 4:0.0893776 5:1.13469 6:0.206463 7:1.83169 8:0.53081 9:2.37705 10:0.523214 11:0.114663 12:0.207812 13:0.491742 14:0.550893 15:0.393983 16:1.18016 17:1.03496 18:0.522365 19:0.288278 20:0.517739
9 1:0.234979 2:0.14033 3:0.934858 4:-0.169546 5:1.41888 6:0.267787 7:1.99549 8:0.561765 9:2.47645 10:0.761655 11:0.342179 12:0.406285 13:0.437261 14:0.565921 15:0.29514 16:0.637638 17:1.20452 18:1.14253 19:0.497846 20:0.852303
9 1:0.502415 2:0.0205289 3:0.991985 4:-0.322605 5:1.45139 6:-0.0752244 7:1.774 8:0.194919 9:2.11401 10:0.440925 11:0.393496 12:0.265963 13:0.388622 14:0.39403 15:0.257723 16:0.872358 17:1.19461 18:1.16958 19:0.331774 20:0.529392
9 1:0.317295 2:-0.0124475 3:0.956936 4:-0.387887 5:1.4138 6:0.0380892 7:1.81774 8:0.605922 9:2.24301 10:1.01961 11:0.409254 12:0.287725 13:0.402877 14:0.566933 15:0.247664 16:0.550713 17:1.30994 18:1.22442 19:0.47694 20:0.854121
9 1:0.15415 2:-0.362516 3:0.917738 4:-0.723593 5:1.23808 6:-0.0685616 7:1.68711 8:0.547666 9:2.01904 10:0.876686 11:0.0952772 12:0.353457 13:0.439944 14:0.507899 15:0.247623 16:0.8637 17:1.06891 18:1.37962 19:0.427948 20:0.618309
13 1:0.171321 2:0.470378 3:1.22468 4:-0.145562 5:1.65568 6:0.123526 7:1.98905 8:0.357336 9:2.47896 10:0.512778 11:0.0325794 12:0.0770415 13:0.585879 14:0.95052 15:0.537874 16:1.40934 17:1.58375 18:0.896943 19:0.405076 20:0.731128
13 1:0.524847 2:0.164397 3:1.70674 4:-0.158238 5:1.97343 6:0.0426728 7:2.15398 8:0.309405 9:2.58461 10:0.587954 11:0.0830798 12:0.0720615 13:0.0706199 14:0.645764 15:0.548348 16:1.30205 17:1.61331 18:2.00092 19:1.47145 20:1.05211
13 1:0.32624 2:0.44542 3:1.18445 4:-0.237558 5:1.56468 6:0.0888075 7:1.74403 8:0.424574 9:2.3199 10:0.64189 11:0.108786 12:0.0918883 13:0.796112 14:0.668781 15:0.522036 16:1.48727 17:1.66691 18:0.924254 19:0.705454 20:0.755476
13 1:0.590173 2:0.504107 3:1.54918 4:-0.221204 5:1.80253 6:-0.0698763 7:1.79819 8:0.35332 9:2.25319 10:0.729362 11:0.0698059 12:0.10145 13:0.170998 14:0.400012 15:0.607308 16:1.48011 17:1.77221 18:2.14561 19:1.10345 20:0.528146
13 1:0.400521 2:0.327475 3:1.39624 4:-0.201423 5:1.6407 6:0.00350559 7:1.82234 8:0.232129 9:2.29461 10:0.657537 11:0.0391306 12:0.053515 13:0.168907 14:0.61861 15:0.605357 16:1.52053 17:1.75149 18:1.89047 19:1.05447 20:0.617771
1 1:0.206943 2:0.406676 3:1.07491 4:0.045728 5:1.47855 6:0.129389 7:1.81085 8:0.233004 9:2.24607 10:0.250386 11:0.0789145 12:0.157625 13:0.0503741 14:0.179264 15:0.231387 16:1.21153 17:1.55265 18:1.68499 19:1.52776 20:1.35759
1 1:0.154503 2:0.177602 3:0.99709 4:-0.0105301 5:1.41533 6:0.0480975 7:1.76879 8:0.164835 9:2.20354 10:0.26283 11:0.0827285 12:0.168134 13:0.0578874 14:0.181376 15:0.235649 16:1.2561 17:1.66914 18:1.79992 19:1.64714 20:1.47885
1 1:0.204606 2:0.253549 3:1.04906 4:-0.149598 5:1.44052 6:-0.153607 7:1.71148 8:0.0667484 9:2.13025 10:0.23022 11:0.104328 12:0.197211 13:0.153371 14:0.101175 15:0.213712 16:1.19765 17:1.578 18:1.67526 19:1.55669 20:1.31233
1 1:0.162894 2:0.391978 3:0.894959 4:0.00443888 5:1.35081 6:0.061573 7:1.69406 8:0.162254 9:2.16394 10:0.236007 11:0.0972799 12:0.212974 13:0.0363732 14:0.161294 15:0.227497 16:1.29403 17:1.6629 18:1.71647 19:1.58634 20:1.39953
1 1:0.119881 2:0.358872 3:1.03356 4:0.0256274 5:1.49168 6:0.0889522 7:1.85185 8:0.197668 9:2.2684 10:0.152048 11:0.119724 12:0.229103 13:0.107929 14:0.184828 15:0.232812 16:1.16833 17:1.56348 18:1.65919 19:1.52446 20:1.28902
6 1:0.417772 2:0.814604 3:1.16343 4:0.0449575 5:1.52219 6:0.0815117 7:1.70392 8:0.364286 9:2.09772 10:0.568534 11:0.058783 12:0.154039 13:0.0313142 14:0.762559 15:0.600988 16:1.15046 17:1.57144 18:1.70041 19:0.531979 20:0.644557
6 1:0.153804 2:0.885973 3:1.10964 4:0.104076 5:1.3847 6:0.204612 7:1.56483 8:0.375632 9:1.89067 10:0.58228 11:0.0845034 12:0.158128 13:0.0811652 14:0.117329 15:0.580555 16:1.03678 17:1.4007 18:1.48359 19:1.35813 20:0.558873
6 1:0.243803 2:0.845703 3:1.07121 4:0.0584487 5:1.26932 6:0.162339 7:1.42866 8:0.32034 9:1.67022 10:0.618941 11:0.125592 12:0.138205 13:0.118362 14:0.0877008 15:0.393001 16:1.07306 17:1.52665 18:1.60485 19:1.44696 20:0.610259
6 1:0.20293 2:0.704872 3:1.105 4:-0.0882397 5:1.37841 6:0.0712173 7:1.56253 8:0.379744 9:2.05923 10:0.652986 11:0.168359 12:0.209933 13:0.0917121 14:0.308517 15:0.244677 16:1.05153 17:1.723 18:1.79271 19:1.5371 20:0.817035
6 1:0.70879 2:1.02723 3:1.14368 4:0.107406 5:1.38786 6:0.131237 7:1.63536 8:0.431083 9:1.8932 10:0.579862 11:0.0558167 12:0.124171 13:0.0865527 14:0.651754 15:0.457665 16:1.12093 17:1.59838 18:1.7128 19:0.91894 20:0.818332
9 1:0.360825 2:0.823341 3:0.968202 4:0.265409 5:1.22381 6:0.444307 7:1.60922 8:0.601462 9:2.01999 10:0.638594 11:0.16939 12:0.438174 13:0.606514 14:0.495211 15:0.310788 16:1.02669 17:0.704507 18:0.594741 19:0.541172 20:0.675054
9 1:0.734465 2:0.885919 3:1.07906 4:0.182735 5:1.40353 6:0.26624 7:1.71273 8:0.416293 9:2.12013 10:0.421959 11:0.175938 12:0.474651 13:0.767534 14:0.522462 15:0.278194 16:0.975262 17:0.7852 18:0.555806 19:0.499162 20:0.671546
9 1:0.523524 2:0.805711 3:1.09125 4:0.193334 5:1.36999 6:0.266822 7:1.68072 8:0.402976 9:2.07531 10:0.474636 11:0.1604 12:0.606471 13:0.630788 14:0.565133 15:0.27198 16:1.08147 17:0.860265 18:0.574085 19:0.444868 20:0.664089
9 1:0.529274 2:0.829748 3:1.02732 4:0.210889 5:1.30058 6:0.249359 7:1.66952 8:0.407572 9:2.0813 10:0.491651 11:0.150077 12:0.55062 13:0.736027 14:0.557304 15:0.311532 16:1.06471 17:0.879672 18:0.519248 19:0.444496 20:0.669841
9 1:0.630228 2:0.87615 3:1.07116 4:0.20445 5:1.42581 6:0.327597 7:1.76692 8:0.418919 9:2.17269 10:0.384879 11:0.199373 12:0.550092 13:0.667564 14:0.515827 15:0.337522 16:1.05271 17:0.726048 18:0.605425 19:0.45955 20:0.706383
13 1:-0.08912 2:0.526744 3:1.09224 4:-0.289874 5:1.4585 6:0.0647779 7:1.89892 8:0.414735 9:2.38508 10:0.64348 11:0.0257248 12:0.0852963 13:1.05258 14:0.87031 15:0.345825 16:1.62334 17:1.60393 18:0.327606 19:0.356108 20:0.559123
13 1:-0.0136965 2:0.514527 3:1.13234 4:-0.35436 5:1.54592 6:-0.0283117 7:1.93598 8:0.387946 9:2.44567 10:0.590754 11:0.0445525 12:0.119042 13:0.773319 14:0.66768 15:0.312895 16:1.62695 17:1.6102 18:0.394126 19:0.497481 20:0.820535
13 1:-0.119448 2:0.601859 3:1.14772 4:-0.237963 5:1.56675 6:0.12924 7:1.93376 8:0.502804 9:2.4344 10:0.766064 11:0.0505089 12:0.135334 13:1.1894 14:0.8279 15:0.315772 16:1.75303 17:1.60531 18:0.330176 19:0.426701 20:0.802286
13 1:0.0542355 2:0.570126 3:1.36781 4:-0.240419 5:1.68677 6:0.20568 7:2.09748 8:0.590377 9:2.63324 10:0.668525 11:0.00780489 12:0.169272 13:0.869378 14:0.569973 15:0.360595 16:1.59219 17:1.63367 18:0.47505 19:0.517141 20:0.816046
13 1:0.105621 2:0.572546 3:1.18291 4:-0.0851398 5:1.51652 6:0.319759 7:1.91593 8:0.741386 9:2.5476 10:0.890668 11:0.0671579 12:0.17412 13:0.768477 14:0.693731 15:0.32602 16:1.68165 17:1.6148 18:0.498019 19:0.579571 20:0.916528
1 1:0.216732 2:0.117522 3:1.06082 4:-0.132285 5:1.52771 6:0.00549841 7:1.90821 8:0.156403 9:2.29106 10:0.240991 11:0.0972535 12:0.169967 13:0.0343015 14:0.200719 15:0.206954 16:1.43967 17:1.71736 18:1.8111 19:1.78645 20:1.46693
1 1:0.24728 2:0.0539905 3:1.06911 4:-0.102493 5:1.54375 6:0.0565555 7:1.89361 8:0.185217 9:2.34977 10:0.265535 11:0.0836981 12:0.18819 13:0.0147943 14:0.152222 15:0.185156 16:1.41784 17:1.85836 18:2.00813 19:1.92468 20:1.5425
1 1:0.250773 2:0.0541856 3:1.11768 4:-0.049651 5:1.53973 6:0.0710642 7:1.91116 8:0.217845 9:2.36017 10:0.309941 11:0.0816416 12:0.140551 13:0.0193106 14:0.167725 15:0.170725 16:1.50139 17:1.89286 18:2.00702 19:1.89866 20:1.6012
1 1:0.239131 2:0.0645297 3:1.06032 4:-0.0577401 5:1.49263 6:0.112032 7:1.90979 8:0.256855 9:2.33378 10:0.310324 11:0.0782502 12:0.174334 13:0.026109 14:0.195569 15:0.177425 16:1.47554 17:1.87562 18:1.9994 19:1.91776 20:1.54058
1 1:0.192281 2:0.0660863 3:1.01231 4:-0.0410653 5:1.43968 6:0.125756 7:1.87586 8:0.255702 9:2.31245 10:0.279895 11:0.064803 12:0.169847 13:0.0416145 14:0.164281 15:0.179732 16:1.47442 17:1.84192 18:1.96874 19:1.89476 20:1.50315
6 1:1.16095 2:0.643494 3:1.20517 4:0.15615 5:1.5733 6:0.17707 7:1.81891 8:0.319492 9:2.27653 10:0.399422 11:0.245912 12:0.265909 13:0.0609772 14:0.24697 15:0.412955 16:1.11115 17:1.75075 18:1.77092 19:1.50799 20:0.757148
6 1:1.27742 2:0.774525 3:1.14646 4:0.150756 5:1.5601 6:0.17279 7:1.88827 8:0.376201 9:2.3449 10:0.503446 11:0.225746 12:0.190726 13:0.148053 14:0.429787 15:0.403354 16:0.87613 17:1.61011 18:1.68742 19:1.36959 20:0.7507
6 1:1.05225 2:0.776544 3:1.07231 4:0.201834 5:1.4634 6:0.19252 7:1.78916 8:0.337122 9:2.30652 10:0.493109 11:0.273335 12:0.279689 13:0.0636121 14:0.344089 15:0.396617 16:1.11365 17:1.73194 18:1.7904 19:1.54824 20:0.721835
6 1:1.23252 2:0.900606 3:1.06781 4:0.108496 5:1.4889 6:0.0992126 7:1.88835 8:0.288353 9:2.48672 10:0.446564 11:0.260297 12:0.248951 13:0.0435345 14:0.575049 15:0.499186 16:1.02189 17:1.55472 18:1.59413 19:0.726594 20:0.625838
6 1:1.19549 2:0.848589 3:1.05262 4:0.159084 5:1.47455 6:0.124736 7:1.79863 8:0.355611 9:2.2675 10:0.553516 11:0.367635 12:0.224658 13:0.0976859 14:0.634401 15:0.457351 16:0.889754 17:1.62911 18:1.77295 19:0.737738 20:0.726041
9 1:0.723329 2:0.680599 3:1.14117 4:-0.0546782 5:1.43293 6:0.0851333 7:1.7448 8:0.338125 9:2.22745 10:0.450002 11:0.251147 12:0.386576 13:0.619274 14:0.722023 15:0.423499 16:0.931444 17:1.06481 18:0.823952 19:0.697669 20:0.868171
9 1:0.830122 2:0.847542 3:1.12833 4:-0.0820528 5:1.43095 6:0.0110782 7:1.76036 8:0.270183 9:2.12622 10:0.358127 11:0.207143 12:0.403804 13:0.450923 14:0.482604 15:0.355224 16:0.995832 17:1.15841 18:1.04145 19:0.934925 20:1.03821
